,Applied during year,Country / territory of asylum/residence,Origin,Otherwise closed,RSD procedure type / level,Rejected,Tota pending start-year,Total decisions,Total pending end-year,Year,of which UNHCR-assisted,statistics.filter.decisions_other,statistics.filter.decisions_recognized
110213,11,Belgium,Congo,0,G / FI,6,6,8,6,2015,0,0,2
110214,1,Burkina Faso,Congo,,J / FI,,0,1,0,2015,0,,1
110215,1,Bulgaria,Congo,,G / RA,,,,,2015,,,
110216,1,Bulgaria,Congo,7,G / FI,,11,9,6,2015,6,1,1
110217,1,Bosnia and Herzegovina,Congo,,G / FI,,,,1,2015,1,,
110218,14,Brazil,Congo,,G / FI,0,4,7,11,2015,4,,7
110219,15,Canada,Congo,,G / AR,7,4,13,6,2015,,,6
110220,56,Canada,Congo,1,G / FI,14,16,35,54,2015,,,20
110221,7,Switzerland,Congo,0,G / FI,5,6,7,6,2015,0,2,0
110222,,Chile,Congo,,G / FI,,1,,1,2015,0,,
110223,2,China,Congo,1,U / FI,2,5,3,4,2015,4,,
110224,2,China,Congo,2,U / AR,,,2,0,2015,,,
110225,2,Côte d'Ivoire,Congo,,J / FA,,18,,20,2015,20,,
110226,1,Cameroon,Congo,2,U / AR,,4,2,3,2015,3,,
110227,1,Cameroon,Congo,,U / RA,,,,1,2015,1,,
110228,5,Cameroon,Congo,4,U / FI,1,10,7,8,2015,8,,2
110229,0,Dem. Rep. of the Congo,Congo,3,G / FI,0,14,8,6,2015,6,0,5
110230,1,Costa Rica,Congo,,G / FI,,1,,2,2015,2,,
110231,,Cyprus,Congo,1,G / AR,,1,1,0,2015,,,
110232,1,Czech Rep.,Congo,,G / FI,,2,,3,2015,0,,
110233,1,Germany,Congo,0,G / RA,0,5,,6,2015,,0,0
110234,47,Germany,Congo,9,G / NA,11,81,22,105,2015,0,2,0
110235,,Germany,Congo,10,G / JR,2,34,14,14,2015,0,2,
110236,2,Denmark,Congo,,G / FI,0,0,,0,2015,0,0,0
110237,0,Denmark,Congo,,G / AR,0,1,,0,2015,0,0,0
110238,9,Algeria,Congo,2,U / FI,1,,3,6,2015,6,,
110239,15,Egypt,Congo,,U / FI,3,20,3,32,2015,32,,
110240,1,Egypt,Congo,,U / AR,,3,1,3,2015,3,,1
110241,9,Spain,Congo,,G / FI,1,12,1,,2015,,,
110242,1,Estonia,Congo,0,G / FI,0,0,,1,2015,0,0,0
110243,,Ethiopia,Congo,3,J / FI,,4,3,1,2015,1,,
110244,1,Finland,Congo,0,G / FI,0,0,,1,2015,0,0,0
110245,606,France,Congo,35,G / AR,369,223,446,398,2015,,10,32
110246,671,France,Congo,,G / FI,757,511,807,293,2015,,7,43
110247,10,France,Congo,,G / RA,,,,,2015,,,
110248,1,Gabon,Congo,10,G / FA,,14,10,5,2015,5,,
110249,21,United Kingdom,Congo,2,G / AR,13,,21,,2015,,,6
110250,28,United Kingdom,Congo,1,G / FI,24,54,34,46,2015,,3,6
110251,0,United Kingdom,Congo,0,G / RA,0,,,,2015,,0,0
110252,1,Georgia,Congo,,G / FI,,0,,1,2015,1,,
110253,6,Ghana,Congo,,G / FI,,42,,48,2015,48,,
110254,,Guinea-Bissau,Congo,,G / FI,,2,,2,2015,2,,
110255,3,Greece,Congo,,G / AR,4,4,6,,2015,,1,1
110256,25,Greece,Congo,11,G / FI,14,6,26,5,2015,,,1
110257,,China HK,Congo,,U / RA,,1,,1,2015,0,,
110258,654,Hungary,Congo,315,G / FI,3,2,320,110,2015,0,2,
110259,655,Hungary,Congo,,G / RA,,,,,2015,,,
110260,1,Indonesia,Congo,1,U / AR,,2,1,2,2015,2,,
110261,,Indonesia,Congo,1,U / FI,1,3,2,1,2015,1,,
110262,0,India,Congo,0,U / FI,1,2,1,1,2015,1,0,0
110263,4,Ireland,Congo,0,G / FI,2,1,2,3,2015,0,,0
110264,5,Ireland,Congo,7,G / SP,0,6,9,2,2015,0,,2
110265,1,Ireland,Congo,0,G / AR,0,2,,3,2015,0,,0
110266,,Israel,Congo,,G / FA,,,,,2015,,,
110267,73,Italy,Congo,2,G / FI,40,57,107,41,2015,,50,15
110268,0,Jordan,Congo,1,U / FI,0,2,1,1,2015,1,0,0
110269,14,Kenya,Congo,14,J / FI,,27,24,17,2015,17,,10
110270,,Rep. of Korea,Congo,,G / FA,1,2,1,1,2015,0,,
110271,,Lebanon,Congo,,U / FI,1,3,1,2,2015,2,,
110272,1,Liberia,Congo,,J / FI,,,,1,2015,1,,
110273,,Libya,Congo,,U / FI,,2,,2,2015,2,,
110274,,Luxembourg,Congo,,G / RA,,,,,2015,0,,
110275,,Luxembourg,Congo,1,G / FI,,1,1,,2015,0,,
110276,,Luxembourg,Congo,,G / AR,,,,,2015,0,,
110277,0,Latvia,Congo,0,G / FI,0,0,,0,2015,0,0,0
110278,18,Morocco,Congo,0,U / AR,3,1,3,16,2015,16,0,0
110279,31,Morocco,Congo,39,U / FI,20,58,62,27,2015,27,0,3
110280,,Madagascar,Congo,,U / FI,,1,,1,2015,1,,
110281,0,Mexico,Congo,0,G / FI,0,5,,5,2015,,0,0
110282,41,The former Yugoslav Republic of Macedonia,Congo,42,G / FA,1,2,43,0,2015,0,,
110283,1,Mali,Congo,,G / FI,,0,1,0,2015,,,1
110284,,Mozambique,Congo,8,G / FI,,18,8,10,2015,0,,
110285,2,Mauritania,Congo,1,U / FA,3,3,4,1,2015,1,,
110286,2,Mauritania,Congo,,U / AR,,,,2,2015,2,,
110287,,Malaysia,Congo,1,U / AR,,1,1,0,2015,0,,
110288,,Malaysia,Congo,4,U / FI,,4,4,0,2015,0,,
110289,1,Namibia,Congo,,G / FI,,1,,2,2015,2,,
110290,,Nigeria,Congo,1,G / FI,,1,1,0,2015,0,,
110291,41,Netherlands,Congo,3,G / FI,26,30,39,38,2015,,1,9
110292,19,Netherlands,Congo,,G / RA,12,11,16,,2015,,,4
110293,0,Norway,Congo,0,G / RA,13,0,13,0,2015,0,0,0
110294,5,Norway,Congo,1,G / FI,0,6,3,4,2015,0,0,2
110295,1,Norway,Congo,0,G / AR,1,0,1,0,2015,0,0,0
110296,,Angola,Congo,,G / FI,,58,,58,2015,0,,
110297,,Argentina,Congo,1,G / FI,,1,1,0,2015,0,,
110298,2,Armenia,Congo,,U / FI,,,2,0,2015,0,,2
110299,2,Armenia,Congo,,G / RA,,,,2,2015,2,,
110300,,Armenia,Congo,,G / JR,2,2,2,0,2015,0,,
110301,0,Australia,Congo,0,G / AR,1,1,1,0,2015,0,,0
110302,0,Australia,Congo,0,G / FI,0,4,,3,2015,0,,0
110303,128,United States of America,Colombia,188,G / EO,51,939,294,1043,2015,,,55
110304,930,United States of America,Colombia,122,G / IN,7,810,244,1525,2015,,,115
110305,1486,Venezuela (Bolivarian Republic of),Colombia,,G / FI,469,251,1680,57,2015,45,,1211
110306,0,South Africa,Colombia,,G / FI,,2,,2,2015,0,,
110307,890,Panama,Colombia,158,G / FI,14,795,214,1471,2015,1412,,42
110308,98,Peru,Colombia,2,G / FI,88,199,148,149,2015,68,,58
110309,1,Portugal,Colombia,1,G / FI,0,6,1,6,2015,0,0,0
110310,1,Paraguay,Colombia,,G / FI,,,,1,2015,0,,
110311,3,El Salvador,Colombia,1,G / FI,1,,2,1,2015,1,,
110312,,Slovenia,Colombia,1,G / FI,,1,1,,2015,0,,
110313,19,Sweden,Colombia,9,G / FI,8,19,19,17,2015,0,0,2
110314,2,Sweden,Colombia,0,G / RA,2,2,2,2,2015,0,0,0
110315,9,Sweden,Colombia,3,G / AR,7,5,12,2,2015,0,2,0
110316,4,Trinidad and Tobago,Colombia,1,U / FI,1,6,6,4,2015,4,,4
110317,1,Trinidad and Tobago,Colombia,,U / AR,2,2,2,1,2015,1,,
110318,14,Uruguay,Colombia,3,G / FI,1,7,15,6,2015,6,0,11
110319,1,Austria,Colombia,,G / FA,1,4,1,3,2015,0,,
110320,,Belgium,Colombia,,G / RA,,,,,2015,,,
110321,5,Belgium,Colombia,1,G / FI,0,6,5,6,2015,0,0,4
110322,,Belgium,Colombia,,G / JR,,,,,2015,0,,
110323,11,Bolivia (Plurinational State of),Colombia,,G / FI,8,3,14,0,2015,,,6
110324,101,Brazil,Colombia,,G / FI,11,171,91,181,2015,152,,80
110325,683,Canada,Colombia,37,G / FI,234,242,564,424,2015,,,293
110326,108,Canada,Colombia,7,G / AR,79,32,105,33,2015,,,19
110327,11,Switzerland,Colombia,1,G / FI,4,2,6,7,2015,0,0,1
110328,490,Chile,Colombia,10,G / FI,51,469,119,840,2015,526,,58
110329,286,Costa Rica,Colombia,81,G / AR,37,,124,162,2015,162,,6
110330,583,Costa Rica,Colombia,,G / FI,204,53,315,321,2015,321,,111
110331,9,Curaçao,Colombia,,U / FI,0,13,7,15,2015,15,,7
110332,2,Curaçao,Colombia,,U / AR,2,,2,0,2015,,,
110333,0,Germany,Colombia,0,G / RA,0,2,1,1,2015,,1,0
110334,,Germany,Colombia,4,G / JR,,7,4,5,2015,0,,
110335,4,Germany,Colombia,6,G / NA,5,45,12,38,2015,0,0,1
110336,1,Denmark,Colombia,,G / FI,0,0,,0,2015,0,0,0
110337,1,Dominican Rep.,Colombia,,G / FI,,3,,4,2015,4,,
110338,129,Spain,Colombia,,G / FI,28,27,29,210,2015,,,1
110339,1,Finland,Colombia,0,G / FI,1,2,2,1,2015,0,0,1
110340,4,France,Colombia,,G / RA,,,,,2015,,,
110341,67,France,Colombia,,G / FI,42,45,55,39,2015,,5,8
110342,18,France,Colombia,7,G / AR,31,40,42,19,2015,,4,0
110343,17,United Kingdom,Colombia,5,G / FI,10,17,15,22,2015,,0,0
110344,0,United Kingdom,Colombia,0,G / RA,0,,,,2015,,0,0
110345,5,United Kingdom,Colombia,0,G / AR,5,,6,,2015,,,1
110346,0,Guatemala,Colombia,2,G / FI,,2,2,0,2015,0,,
110347,,China HK,Colombia,,U / FI,,22,,22,2015,0,,
110348,,China HK,Colombia,,U / RA,,2,,2,2015,0,,
110349,,Israel,Colombia,,G / FA,,,,,2015,,,
110350,41,Italy,Colombia,,G / FI,8,26,69,12,2015,,44,17
110351,2,Japan,Colombia,,G / FI,,,,2,2015,0,,
110352,,Luxembourg,Colombia,,G / AR,,,,,2015,0,,
110353,0,Latvia,Colombia,0,G / FI,0,0,,0,2015,0,0,0
110354,0,Morocco,Colombia,1,U / FI,0,1,1,0,2015,0,0,0
110355,26,Mexico,Colombia,4,G / FI,13,68,26,68,2015,0,,9
110356,2,Nicaragua,Colombia,,G / FI,,,,2,2015,2,,
110357,7,Netherlands,Colombia,,G / FI,5,2,5,4,2015,,,
110358,0,Norway,Colombia,0,G / RA,0,0,,0,2015,0,0,0
110359,0,Norway,Colombia,0,G / AR,1,0,1,0,2015,0,0,0
110360,2,Norway,Colombia,0,G / FI,0,0,,2,2015,0,0,0
110361,14,New Zealand,Colombia,,G / FI,1,2,13,3,2015,0,,12
110362,1,Aruba,Colombia,,U / FI,4,4,5,0,2015,,,1
110363,53,Argentina,Colombia,60,G / FI,20,141,87,107,2015,39,,7
110364,29,Australia,Colombia,2,G / FI,9,59,18,39,2015,0,,7
110365,6,Australia,Colombia,1,G / AR,2,8,4,10,2015,0,,1
110366,,United States of America,Comoros,,G / EO,,,,,2015,,,
110367,6,South Africa,Comoros,,G / AR,1,1,1,6,2015,1,,
110368,9,South Africa,Comoros,,G / FI,7,16,7,18,2015,2,,
110369,,Romania,Comoros,,G / JR,1,,1,,2015,,,
110370,1,Romania,Comoros,,G / FI,2,0,2,,2015,,,
110371,28,Serbia and Kosovo (S/RES/1244 (1999)),Comoros,28,G / FI,,,28,0,2015,,,
110372,2,Sweden,Comoros,1,G / FI,0,0,1,1,2015,0,0,0
110373,3,Syrian Arab Rep.,Comoros,,U / AR,1,1,1,3,2015,3,,
110374,1,Syrian Arab Rep.,Comoros,,U / FI,4,4,4,1,2015,1,,
110375,2,Ukraine,Comoros,0,G / FI,0,0,,2,2015,0,0,0
110376,1,Austria,Comoros,,G / FA,2,1,2,,2015,0,,
110377,4,Burundi,Comoros,,G / AR,4,0,4,0,2015,0,,
110378,0,Burundi,Comoros,4,G / FI,0,4,4,0,2015,0,0,0
110379,0,Belgium,Comoros,0,G / FI,0,0,,0,2015,0,0,0
110380,,Belgium,Comoros,,G / JR,,,,,2015,0,,
110381,,Belgium,Comoros,,G / RA,,,,,2015,,,
110382,,Bulgaria,Comoros,0,G / FI,,1,,,2015,,,
110383,1,Canada,Comoros,,G / FI,1,0,1,0,2015,,,
110384,,Cyprus,Comoros,1,G / FI,2,7,3,4,2015,,,
110385,,Cyprus,Comoros,,U / FA,1,1,1,0,2015,,,
110386,1,Cyprus,Comoros,,G / AR,,,,1,2015,,,
110387,8,Germany,Comoros,0,G / NA,0,3,,11,2015,0,0,0
110388,3,Egypt,Comoros,1,U / FI,,,1,2,2015,2,,
110389,1,Finland,Comoros,0,G / FI,0,0,,1,2015,0,0,0
110390,1,France,Comoros,,G / RA,,,,,2015,,,
110391,94,France,Comoros,53,G / AR,145,140,203,89,2015,,2,3
110392,383,France,Comoros,,G / FI,279,126,312,77,2015,,3,30
110393,0,United Kingdom,Comoros,0,G / RA,0,,,,2015,,0,0
110394,1,United Kingdom,Comoros,1,G / FI,0,0,1,0,2015,,0,0
110395,0,United Kingdom,Comoros,0,G / AR,0,,,,2015,,,0
110396,1,Greece,Comoros,,G / RA,,,,,2015,,,
110397,6,Greece,Comoros,,G / AR,6,1,6,1,2015,,,
110398,10,Greece,Comoros,1,G / FI,10,1,11,1,2015,,,
110399,1,Croatia,Comoros,,G / JR,1,,1,0,2015,,,
110400,129,Hungary,Comoros,,G / RA,,,,,2015,,,
110401,131,Hungary,Comoros,152,G / FI,5,27,157,4,2015,0,,
110402,0,Ireland,Comoros,1,G / AR,0,1,1,0,2015,0,,0
110403,2,Italy,Comoros,,G / FI,1,,1,1,2015,,,
110404,,Luxembourg,Comoros,,G / RA,,,,,2015,0,,
110405,,Luxembourg,Comoros,,G / FI,,,,,2015,0,,
110406,0,Latvia,Comoros,0,G / FI,0,0,,0,2015,0,0,0
110407,2,The former Yugoslav Republic of Macedonia,Comoros,14,G / FA,,12,14,0,2015,0,,
110408,3,Malta,Comoros,,G / AR,,,,3,2015,,,
110409,5,Malta,Comoros,0,G / FI,3,,3,2,2015,0,,
110410,2,Montenegro,Comoros,2,G / FA,0,0,2,0,2015,0,0,0
110411,,United States of America,Cabo Verde,,G / EO,,,,,2015,,,
110412,5,United States of America,Cabo Verde,1,G / IN,0,8,1,12,2015,,,
110413,2,Sweden,Cabo Verde,1,G / FI,3,3,4,2,2015,0,0,0
110414,3,Sweden,Cabo Verde,0,G / AR,1,0,1,2,2015,0,0,0
110415,,Belgium,Cabo Verde,,G / JR,,,,,2015,0,,
110416,0,Belgium,Cabo Verde,0,G / FI,0,0,,0,2015,0,0,0
110417,54,Belgium,Cabo Verde,,G / RA,,,,,2015,,,
110418,59,Brazil,Cabo Verde,,G / FI,3,23,4,78,2015,35,,1
110419,0,Switzerland,Cabo Verde,0,G / FI,0,3,,3,2015,0,0,0
110420,1,Germany,Cabo Verde,0,G / NA,0,0,,1,2015,0,0,0
110421,4,France,Cabo Verde,,G / FI,5,0,5,0,2015,,0,0
110422,1,France,Cabo Verde,,G / RA,,,,,2015,,,
110423,0,France,Cabo Verde,0,G / AR,0,1,,1,2015,,0,0
110424,2,United Kingdom,Cabo Verde,0,G / FI,2,0,2,2,2015,,0,0
110425,1,United Kingdom,Cabo Verde,0,G / AR,0,,,,2015,,,0
110426,0,United Kingdom,Cabo Verde,0,G / RA,0,,,,2015,,0,0
110427,0,Ireland,Cabo Verde,0,G / SP,1,1,1,0,2015,0,,0
110428,3,Italy,Cabo Verde,,G / FI,1,,1,,2015,,,
110429,,Luxembourg,Cabo Verde,,G / RA,,,,,2015,0,,
110430,,Luxembourg,Cabo Verde,,G / FI,,,,,2015,0,,
110431,,Luxembourg,Cabo Verde,,G / AR,,,,,2015,0,,
110432,0,Latvia,Cabo Verde,0,G / FI,0,0,,0,2015,0,0,0
110433,2,Netherlands,Cabo Verde,,G / FI,1,,1,1,2015,,,
110434,,Argentina,Cabo Verde,,G / FI,,0,,0,2015,0,,
110435,78,United States of America,Costa Rica,16,G / IN,0,56,16,118,2015,,,
110436,20,United States of America,Costa Rica,5,G / EO,,59,5,90,2015,,,
110437,1,Panama,Costa Rica,2,G / FI,,1,2,0,2015,0,,
110438,1,Serbia and Kosovo (S/RES/1244 (1999)),Costa Rica,1,G / FI,,,1,0,2015,,,
110439,0,Sweden,Costa Rica,0,G / AR,1,1,1,0,2015,0,0,0
110440,2,Sweden,Costa Rica,0,G / FI,0,0,,2,2015,0,0,0
110441,,Belgium,Costa Rica,,G / JR,,,,,2015,0,,
110442,0,Belgium,Costa Rica,0,G / FI,0,0,,0,2015,0,0,0
110443,,Belgium,Costa Rica,,G / RA,,,,,2015,,,
110444,1,Brazil,Costa Rica,,G / FI,0,1,,2,2015,0,,0
110445,2,Canada,Costa Rica,,G / FI,,0,,2,2015,,,
110446,,Canada,Costa Rica,,G / AR,1,1,1,0,2015,,,
110447,6,Spain,Costa Rica,,G / FI,,,,,2015,,,
110448,0,United Kingdom,Costa Rica,0,G / AR,1,,1,,2015,,,0
110449,0,United Kingdom,Costa Rica,0,G / FI,2,4,2,0,2015,,0,0
110450,0,United Kingdom,Costa Rica,0,G / RA,0,,,,2015,,0,0
110451,2,Italy,Costa Rica,,G / FI,,,1,1,2015,,,1
110452,,Luxembourg,Costa Rica,,G / RA,,,,,2015,0,,
110453,,Luxembourg,Costa Rica,,G / AR,,,,,2015,0,,
110454,,Luxembourg,Costa Rica,,G / FI,,,,,2015,0,,
110455,0,Latvia,Costa Rica,0,G / FI,0,0,,0,2015,0,0,0
110456,1,Mexico,Costa Rica,1,G / FI,,3,1,3,2015,,,
110457,,Argentina,Costa Rica,,G / FI,,0,,0,2015,0,,
110458,23,United States of America,Cuba,22,G / IN,,106,28,101,2015,,,6
110459,112,United States of America,Cuba,59,G / EO,49,129,116,166,2015,,,8
110460,,Venezuela (Bolivarian Republic of),Cuba,,G / FI,,14,,14,2015,3,,
110461,0,South Africa,Cuba,,G / FI,,1,,1,2015,0,,
110462,108,Panama,Cuba,14,G / FI,1,181,15,274,2015,252,,
110463,59,Peru,Cuba,2,G / FI,69,35,94,0,2015,0,,23
110464,3,Poland,Cuba,,G / FI,,5,8,,2015,,,8
110465,1,Portugal,Cuba,0,G / FI,0,2,,3,2015,0,0,0
110466,,Romania,Cuba,,G / JR,,0,1,,2015,,1,
110467,5,Romania,Cuba,3,G / FI,1,0,5,,2015,,1,
110468,,Senegal,Cuba,,G / FA,,1,,1,2015,1,,
110469,1,El Salvador,Cuba,1,G / FI,,,1,0,2015,0,,
110470,1,Serbia and Kosovo (S/RES/1244 (1999)),Cuba,,G / FI,1,,1,0,2015,,,
110471,3,Slovakia,Cuba,,G / FI,2,,5,,2015,0,,3
110472,22,Sweden,Cuba,4,G / AR,18,11,23,10,2015,0,1,0
110473,16,Sweden,Cuba,2,G / RA,9,7,11,21,2015,0,0,0
110474,29,Sweden,Cuba,13,G / FI,13,40,27,25,2015,0,1,0
110475,,Sint Maarten (Dutch part),Cuba,,U / FI,,5,,5,2015,5,,
110476,,Turks and Caicos Islands,Cuba,3,J / FI,,3,3,0,2015,0,,
110477,3,Trinidad and Tobago,Cuba,3,U / AR,2,6,5,4,2015,4,,
110478,42,Trinidad and Tobago,Cuba,11,U / FI,5,33,38,37,2015,37,,22
110479,1,Turkey,Cuba,,U / FI,,,,1,2015,1,,
110480,1,Ukraine,Cuba,0,G / FI,2,6,2,5,2015,0,0,0
110481,0,Ukraine,Cuba,0,G / JR,0,6,,6,2015,0,,0
110482,26,Uruguay,Cuba,1,G / FI,0,1,3,24,2015,6,0,2
110483,24,Austria,Cuba,8,G / FA,23,22,32,12,2015,0,,1
110484,,Belgium,Cuba,,G / JR,,,,,2015,0,,
110485,,Belgium,Cuba,,G / RA,,,,,2015,,,
110486,4,Belgium,Cuba,2,G / FI,1,4,4,5,2015,0,0,1
110487,2,Bahamas,Cuba,1,J / FI,,9,1,10,2015,10,,
110488,1,Bosnia and Herzegovina,Cuba,,G / FI,,,,1,2015,1,,
110489,1,Belize,Cuba,,J / FI,,0,,1,2015,1,,
110490,532,Brazil,Cuba,,G / FI,13,232,21,743,2015,43,,8
110491,26,Canada,Cuba,,G / AR,23,10,32,3,2015,,,9
110492,92,Canada,Cuba,13,G / FI,33,72,123,43,2015,,,77
110493,0,Switzerland,Cuba,,G / FI,,,,,2015,,,
110494,17,Chile,Cuba,,G / FI,,20,1,36,2015,17,,1
110495,4,Colombia,Cuba,,G / AR,11,9,11,2,2015,2,,
110496,227,Colombia,Cuba,233,G / FI,58,75,291,11,2015,11,,
110497,22,Costa Rica,Cuba,5,G / AR,3,,8,14,2015,14,,
110498,129,Costa Rica,Cuba,,G / FI,58,81,66,144,2015,144,,8
110499,1,Curaçao,Cuba,,U / FI,1,12,4,9,2015,9,,3
110500,72,Cayman Islands,Cuba,,G / FI,70,1,73,0,2015,0,,3
110501,,Cyprus,Cuba,,G / AR,,2,,2,2015,,,
110502,124,Czech Rep.,Cuba,59,G / FI,,15,113,30,2015,0,53,1
110503,4,Czech Rep.,Cuba,,G / RA,,,,,2015,,,
110504,91,Germany,Cuba,34,G / NA,1,90,35,145,2015,0,0,0
110505,,Germany,Cuba,6,G / JR,2,12,8,15,2015,0,,
110506,0,Germany,Cuba,0,G / RA,0,2,,2,2015,,0,0
110507,3,Denmark,Cuba,,G / FI,1,0,1,0,2015,0,0,0
110508,0,Denmark,Cuba,,G / AR,0,1,,0,2015,0,0,0
110509,7,Dominican Rep.,Cuba,6,G / FI,,16,6,17,2015,17,,
110510,44,Spain,Cuba,,G / FI,22,33,29,55,2015,,7,
110511,0,Estonia,Cuba,0,G / FI,1,0,1,0,2015,0,0,0
110512,4,Ethiopia,Cuba,1,J / FI,,,1,3,2015,3,,
110513,3,Finland,Cuba,1,G / FI,0,0,1,2,2015,0,0,0
110514,39,France,Cuba,,G / FI,15,13,27,18,2015,,0,12
110515,7,France,Cuba,1,G / AR,2,6,3,11,2015,,0,0
110516,1,France,Cuba,,G / RA,,,,,2015,,,
110517,0,United Kingdom,Cuba,0,G / RA,0,,,,2015,,0,0
110518,1,United Kingdom,Cuba,0,G / AR,0,,,,2015,,,0
110519,4,United Kingdom,Cuba,0,G / FI,2,1,2,3,2015,,0,0
110520,1,Greece,Cuba,,G / AR,,,,1,2015,,,
110521,3,Greece,Cuba,,G / FI,1,2,1,4,2015,,,
110522,0,Guatemala,Cuba,31,G / FI,,31,31,0,2015,0,,
110523,2,Croatia,Cuba,,G / FI,2,,2,0,2015,,,
110524,2,Croatia,Cuba,,G / JR,,,,2,2015,2,,
110525,3,Haiti,Cuba,,U / FI,,,,3,2015,2,,
110526,181,Hungary,Cuba,189,G / FI,64,92,263,17,2015,0,1,9
110527,173,Hungary,Cuba,,G / RA,,,,,2015,,,
110528,1,India,Cuba,0,U / AR,0,0,,1,2015,1,0,0
110529,0,India,Cuba,1,U / FI,0,1,1,0,2015,0,0,0
110530,0,Ireland,Cuba,0,G / AR,0,1,,1,2015,0,,0
110531,2,Ireland,Cuba,0,G / FI,0,0,,2,2015,0,,0
110532,51,Italy,Cuba,,G / FI,14,23,36,42,2015,,18,4
110533,2,Jamaica,Cuba,,U / FI,,,,2,2015,2,,
110534,1,Japan,Cuba,,G / FI,1,2,1,2,2015,0,,
110535,,Saint Kitts and Nevis,Cuba,1,U / FI,,1,1,0,2015,,,
110536,,Luxembourg,Cuba,,G / AR,,,,,2015,0,,
110537,0,Latvia,Cuba,0,G / FI,0,0,,0,2015,0,0,0
110538,37,Mexico,Cuba,29,G / FI,7,116,37,116,2015,0,,1
110539,1,Montenegro,Cuba,1,G / FA,0,0,1,0,2015,0,0,0
110540,,Mongolia,Cuba,,U / FI,,2,2,0,2015,0,,2
110541,,Mozambique,Cuba,,G / FI,,2,,2,2015,0,,
110542,2,Nicaragua,Cuba,,G / FI,,,2,0,2015,0,2,
110543,1,Netherlands,Cuba,,G / RA,1,,1,,2015,,,
110544,9,Netherlands,Cuba,,G / FI,10,5,11,,2015,,,1
110545,0,Norway,Cuba,0,G / RA,0,0,,0,2015,0,0,0
110546,4,Norway,Cuba,0,G / AR,6,0,6,1,2015,0,0,0
110547,1,Norway,Cuba,0,G / FI,1,0,1,0,2015,0,0,0
110548,0,Aruba,Cuba,,U / FI,,1,1,0,2015,,,1
110549,169,Argentina,Cuba,27,G / FI,153,142,184,127,2015,11,,4
110550,0,Australia,Cuba,0,G / FI,0,2,,3,2015,0,,0
110551,,United States of America,Cayman Islands,,G / EO,,,,,2015,,,
110552,0,Latvia,Cayman Islands,0,G / FI,0,0,,0,2015,0,0,0
110553,,United States of America,Cyprus,,G / EO,,,,,2015,,,
110554,0,Belgium,Cyprus,0,G / FI,0,0,,0,2015,0,0,0
110555,,Belgium,Cyprus,,G / RA,,,,,2015,,,
110556,,Belgium,Cyprus,,G / JR,,,,,2015,0,,
110557,3,Canada,Cyprus,,G / FI,1,0,1,2,2015,,,
110558,2,Germany,Cyprus,0,G / NA,1,1,1,2,2015,0,0,0
110559,1,Finland,Cyprus,1,G / FI,0,0,1,,2015,0,0,0
110560,0,United Kingdom,Cyprus,0,G / FI,3,2,3,0,2015,,0,0
110561,2,United Kingdom,Cyprus,0,G / AR,1,,1,,2015,,,0
110562,0,United Kingdom,Cyprus,1,G / RA,0,,1,,2015,,0,0
110563,,Luxembourg,Cyprus,,G / AR,,,,,2015,0,,
110564,0,Latvia,Cyprus,0,G / FI,0,0,,0,2015,0,0,0
110565,3,Australia,Cyprus,0,G / FI,0,0,,3,2015,0,,0
110566,,United States of America,Czech Rep.,4,G / EO,,13,4,16,2015,,,
110567,3,United States of America,Czech Rep.,2,G / IN,0,2,2,3,2015,,,
110568,0,South Africa,Czech Rep.,,G / AR,,3,,3,2015,0,,
110569,2,Philippines,Czech Rep.,,G / FI,,,,2,2015,0,,
110570,1,Serbia and Kosovo (S/RES/1244 (1999)),Czech Rep.,1,G / FI,,,1,0,2015,,,
110571,1,Sweden,Czech Rep.,0,G / AR,1,0,1,0,2015,0,0,0
110572,1,Sweden,Czech Rep.,0,G / FI,1,0,1,0,2015,0,0,0
110573,1,Austria,Czech Rep.,1,G / FA,1,3,2,1,2015,0,,
110574,1,Brazil,Czech Rep.,,G / FI,0,1,,2,2015,1,,0
110575,88,Canada,Czech Rep.,25,G / FI,16,59,75,83,2015,,,34
110576,1,Canada,Czech Rep.,,G / AR,,0,,2,2015,,,
110577,2,Switzerland,Czech Rep.,0,G / FI,1,0,1,2,2015,0,0,0
110578,,Costa Rica,Czech Rep.,,G / AR,1,1,1,0,2015,0,,
110579,3,Germany,Czech Rep.,7,G / NA,4,10,11,2,2015,0,0,0
110580,0,Germany,Czech Rep.,0,G / RA,0,5,,5,2015,,0,0
110581,,Germany,Czech Rep.,,G / JR,,0,,2,2015,0,,
110582,0,France,Czech Rep.,,G / RA,,,,,2015,,,
110583,0,France,Czech Rep.,,G / FI,1,1,1,0,2015,,0,0
110584,3,United Kingdom,Czech Rep.,2,G / FI,3,1,5,0,2015,,0,0
110585,0,United Kingdom,Czech Rep.,0,G / AR,0,,,,2015,,,0
110586,0,United Kingdom,Czech Rep.,1,G / RA,0,,1,,2015,,0,0
110587,,Luxembourg,Czech Rep.,,G / AR,,,,,2015,0,,
110588,0,Latvia,Czech Rep.,0,G / FI,0,0,,0,2015,0,0,0
110589,0,Mexico,Czech Rep.,0,G / FI,,1,,1,2015,,,0
110590,1,Malta,Czech Rep.,,G / FI,,,1,,2015,0,1,
110591,1,Norway,Czech Rep.,0,G / AR,1,0,1,0,2015,0,0,0
